ID,name,sub_category,country_name,launched,deadline,goal,pledged,currency,outcome
10749,"Antarctica 2011 Legacy Crossing",Documentary,US,"2011-09-14 00:00:00","2011-10-29 00:00:00",15000,16518.69,USD,successful
10750,"Krimston TWO - Dual SIM case for iPhone",Hardware,US,"2016-03-23 00:00:00","2016-04-22 00:00:00",100000,105745,USD,successful
10751,"Plug and Play dancing christmas lights","DIY Electronics",US,"2014-10-06 00:00:00","2014-11-05 00:00:00",5250,1,USD,failed
10752,"Cities From The Sky",Photography,US,"2012-05-08 00:00:00","2012-06-07 00:00:00",5000,30,USD,failed
10753,"Tunes From the Tube: TV Theme Songs Live on Stage",Musical,US,"2015-05-28 00:00:00","2015-07-27 00:00:00",500,0,USD,failed
10754,"100% Beeswax and Soy Handmade Candles",Candles,GB,"2015-01-27 00:00:00","2015-02-11 00:00:00",2460.44,0,GBP,failed
10755,"Aww, Fishsticks","Children's Books",US,"2015-09-02 00:00:00","2015-10-12 00:00:00",4500,5568,USD,successful
10756,"WANTED: THE MUSICAL","Music Videos",US,"2015-11-02 00:00:00","2015-12-02 00:00:00",10000,10475,USD,successful
10757,"Busta' Nutcracker- A XXXmas Story",Theater,US,"2013-10-16 00:00:00","2013-11-15 00:00:00",2500,2801,USD,successful
10758,"PaperLike - Make iPad Pro feel like writing on Paper","Product Design",DE,"2017-04-04 00:00:00","2017-05-18 00:00:00",1676.86,45424.97,EUR,successful
10759,"Montgomery Music Festival",Metal,US,"2014-05-16 00:00:00","2014-06-20 00:00:00",150000,10,USD,failed
10760,""MISSIN'LINK"","Indie Rock",US,"2015-08-26 00:00:00","2015-10-10 00:00:00",30000,0,USD,failed
10761,"Minions and Heroes","Tabletop Games",US,"2013-06-08 00:00:00","2013-07-08 00:00:00",11000,845,USD,failed
10762,"Welcome to Finch Corners",Comics,US,"2012-07-31 00:00:00","2012-09-20 00:00:00",5000,856,USD,failed
10763,"Survivorland #1","Comic Books",CA,"2014-12-01 00:00:00","2014-12-31 00:00:00",1712.04,2432.8,CAD,successful
10764,"The Fantasist",Fiction,US,"2016-12-14 00:00:00","2017-01-13 00:00:00",2000,842.23,USD,failed
10765,"Life After Rape","Film & Video",GB,"2015-07-22 00:00:00","2015-08-21 00:00:00",156725.07,0,GBP,failed
10766,"Promotion for The London sessions by Tommi Waring","Indie Rock",US,"2014-07-29 00:00:00","2014-08-28 00:00:00",1500,48,USD,failed
10767,"Steampunk Inspired Jewelry One Of A Kind Handmade Pieces",Jewelry,US,"2016-10-29 00:00:00","2016-11-24 00:00:00",1000,540,USD,failed
10768,"GolfJam Television: Livin' The Dream pilot episode",Webseries,US,"2012-10-31 00:00:00","2012-11-21 00:00:00",25000,1001.77,USD,failed
10769,"100 mini-tapestries (on a functional loom!)",Weaving,US,"2017-01-13 00:00:00","2017-02-12 00:00:00",600,5588,USD,successful
10770,"Save Our Soda Kiln!",Ceramics,US,"2015-03-23 00:00:00","2015-04-25 00:00:00",11652,12577,USD,successful
10771,"Blue Tears ",Shorts,US,"2011-01-11 00:00:00","2011-02-10 00:00:00",3500,3550,USD,successful
10772,"Butch Cassidy's Dry gulch",Shorts,US,"2012-08-07 00:00:00","2012-09-06 00:00:00",3000,902,USD,failed
10773,"South Park, The Washington Redskins Company (Suspended)",Comedy,US,"2015-03-04 00:00:00","2015-04-03 00:00:00",1000,22,USD,suspended
10774,"Average Girl: A Guide to Loving Your Body ~ The Book","Art Books",CA,"2017-01-12 00:00:00","2017-03-13 00:00:00",5632.75,2624.86,CAD,failed
10775,"The Great Calabria CookBook",Food,IT,"2017-11-06 00:00:00","2017-12-06 00:00:00",82194.35,70.45,EUR,failed
10776,"STRAIGHT EDGE KEGGER: The Movie",Horror,US,"2017-02-19 00:00:00","2017-03-22 00:00:00",14995,15511,USD,successful
10777,"WEAR something WORTH WEARING!!",Apparel,US,"2017-08-02 00:00:00","2017-09-15 00:00:00",44000,1,USD,failed
10778,"Game of Thrones House Dice","Tabletop Games",NL,"2017-07-24 00:00:00","2017-08-13 00:00:00",234.8,132.66,EUR,canceled
10779,"3D Printed Guillotine Project for Zuckerman Museum of Art",Sculpture,US,"2013-10-05 00:00:00","2013-10-26 00:00:00",4500,1708,USD,failed
10780,"Smartphone Workout Shorts. Better Than Armbands.",Apparel,US,"2015-03-24 00:00:00","2015-04-23 00:00:00",50000,64563,USD,successful
10781,"Pursu. Passion. Career.",Technology,US,"2017-04-20 00:00:00","2017-05-15 00:00:00",52000,153,USD,failed
10782,"Columbia Nights' New Album: In All Things",Music,"N,0"","2015-03-03 00:00:00","2015-04-02 00:00:00",3000,3515,USD,undefined
10783,"Edinburgh Fringe Tour of Two Modern Classics",Festivals,GB,"2015-07-19 00:00:00","2015-08-04 00:00:00",3956.8,3959.9,GBP,successful
10784,"The Essential W.S. Merwin",Poetry,US,"2016-10-25 00:00:00","2016-12-02 00:00:00",50000,57124,USD,successful
10785,"Ram's Apprentice: One Year Challenge",Documentary,US,"2015-04-07 00:00:00","2015-05-07 00:00:00",15000,869,USD,failed
10786,"The Military Moms Food Truck","Food Trucks",US,"2014-11-21 00:00:00","2014-12-25 00:00:00",60000,3390,USD,failed
10787,"Decided Books - the next step in crowdfunding books",Publishing,GB,"2014-09-09 00:00:00","2014-10-09 00:00:00",104863.15,96.2,GBP,failed
10788,"Detroit Hockey Co.",Design,US,"2016-08-13 00:00:00","2016-09-12 00:00:00",2500,125,USD,failed
10789,"The Steam Engines of Oz original graphic novel",Comics,US,"2013-05-06 00:00:00","2013-06-04 00:00:00",7500,11663.6,USD,successful
10790,"The Worlds Largest Flea Market","Mixed Media",CA,"2015-03-05 00:00:00","2015-03-31 00:00:00",31635.56,0,CAD,failed
10791,"The Chance Brothers Debut Album","Indie Rock",US,"2012-02-01 00:00:00","2012-03-17 00:00:00",2000,2201,USD,successful
10792,"Electronic Dance Music Radio in SLC","Electronic Music",US,"2017-01-10 00:00:00","2017-02-28 00:00:00",15000,0,USD,failed
10793,"A Search for Heartbreaking Beauty",Photography,US,"2010-12-08 00:00:00","2011-03-08 00:00:00",10000,10005.12,USD,successful
10794,"DevRight's Implant World Cup- The Movie",Shorts,US,"2012-07-16 00:00:00","2012-08-08 00:00:00",17500,5795,USD,failed
10795,"Short Film "Spectrophobia"",Shorts,US,"2013-03-12 00:00:00","2013-04-11 00:00:00",5000,35,USD,failed
10796,""Placeon" - the best place for your phone at any indoor!","Product Design",US,"2017-11-22 00:00:00","2017-12-23 00:00:00",3000,13599,USD,canceled
10797,"Quake[ing] in the Woods: Home[s] by a Lake",Shorts,US,"2014-02-27 00:00:00","2014-03-23 00:00:00",750,35,USD,failed
10798,""Absolution" - A CSUN Senior Thesis Production","Narrative Film",US,"2010-10-25 00:00:00","2010-11-24 00:00:00",2000,2985,USD,successful
10799,AUNT,Documentary,US,"2017-03-27 00:00:00","2017-05-26 00:00:00",2000,20,USD,failed
10800,"The New How-To",Webseries,US,"2013-01-26 00:00:00","2013-02-25 00:00:00",2500,550,USD,failed
10801,Hunger,Shorts,GB,"2016-02-04 00:00:00","2016-03-05 00:00:00",714.61,728.9,GBP,successful
10802,BLINDSIDE,Comics,US,"2011-03-30 00:00:00","2011-06-28 00:00:00",10000,10275,USD,successful
10803,"Le Cordon Bleu Paris",Food,US,"2014-08-12 00:00:00","2014-09-11 00:00:00",36000,12127,USD,failed
10804,"#BeYou Extravaganza","Civic Design",US,"2014-06-13 00:00:00","2014-07-23 00:00:00",30000,282,USD,failed
10805,"F(r)iction #7 - A Fine Art & Literature Collection",Publishing,US,"2017-03-23 00:00:00","2017-04-22 00:00:00",3000,4424,USD,successful
10806,""Summer Rec" Pilot Episode",Animation,US,"2012-05-08 00:00:00","2012-06-07 00:00:00",7500,2346,USD,failed
10807,"Rowan Fly Fishing","Product Design",US,"2017-09-06 00:00:00","2017-10-06 00:00:00",40000,2162,USD,failed
10808,"Zombie Apocalypse Survival Kits",Games,US,"2014-07-11 00:00:00","2014-08-10 00:00:00",1250,35,USD,failed
10809,"Cafe Cubano Bean House",Drinks,NZ,"2014-09-27 00:00:00","2014-10-27 00:00:00",2341.74,0,NZD,failed
10810,"Meringues: Light & Airy Sweet Confections (Canceled)","Small Batch",US,"2015-06-28 00:00:00","2015-07-28 00:00:00",1000,400,USD,canceled
10811,"Die Cut Python Stickers",Illustration,US,"2017-06-30 00:00:00","2017-07-07 00:00:00",200,158,USD,failed
10812,"The Waiter's Revenge (Canceled)","Mobile Games",CA,"2014-05-29 00:00:00","2014-06-28 00:00:00",16455.1,483.31,CAD,canceled
10813,"Cosimo Tucci: Just Talking",Documentary,CA,"2013-12-05 00:00:00","2014-01-04 00:00:00",4597.28,4624.86,CAD,successful
10814,"Cotton Candy Lover Pin",Crafts,US,"2017-09-18 00:00:00","2017-10-18 00:00:00",355,25,USD,failed
10815,"Cryptid Command: Bigfoot Nessie UFO/Aliens Embroidered Patch",Art,US,"2015-10-01 00:00:00","2015-10-31 00:00:00",2300,6685,USD,successful
10816,"Peyote by Pooper on compact disc and vinyl.","Electronic Music",US,"2012-05-18 00:00:00","2012-06-17 00:00:00",8000,768.88,USD,failed
10817,"The Vashon Eye - Cascadia News Journal",Print,US,"2016-08-15 00:00:00","2016-09-14 00:00:00",3000,45,USD,failed
10818,"Play for a Living: A Coffee-Table Book for Your Inner Genius","Art Books",US,"2017-04-11 00:00:00","2017-05-11 00:00:00",10000,35936,USD,successful
10819,"Primo: the beautiful, colorful, mathematical board game","Tabletop Games",US,"2014-05-08 00:00:00","2014-06-07 00:00:00",25000,79744.47,USD,successful
10820,"Gaming/Vlogs/Music/Art : YOUTUBE CHANNEL",Comedy,US,"2017-12-07 00:00:00","2018-01-06 00:00:00",2000,0,USD,live
10821,"Danny M. Diaz "Lessons In Music" Album of Originals",Jazz,US,"2016-08-27 00:00:00","2016-09-25 00:00:00",11000,495,USD,canceled
10822,"The Sensational G-Girl Comics Magazine",Comics,US,"2011-04-30 00:00:00","2011-07-29 00:00:00",5000,105,USD,failed
10823,"Lauren Riley Debut Album","Country & Folk",US,"2014-02-20 00:00:00","2014-04-06 00:00:00",8000,8149,USD,successful
10824,"ShaiShanell Debut CD",Faith,US,"2014-08-25 00:00:00","2014-09-24 00:00:00",5000,6,USD,failed
10825,"Lola Victoria Magic Bags (Canceled)",Fashion,GB,"2014-03-14 00:00:00","2014-04-13 00:00:00",16808.14,92.44,GBP,canceled
10826,"Dead Tree Duo's first full length album! Let's make it!",Rock,US,"2013-06-17 00:00:00","2013-07-03 00:00:00",2750,2826.43,USD,successful
10827,"Wonderful Photos of Cincinnati",Nature,US,"2014-08-05 00:00:00","2014-09-04 00:00:00",800,0,USD,failed
10828,"Beer Fest: The Board Game (Canceled)","Tabletop Games",US,"2014-10-03 00:00:00","2014-11-02 00:00:00",20000,312,USD,canceled
10829,"KEEKS...Helping to Build Self Esteem for our Girls!",Fashion,US,"2014-11-19 00:00:00","2014-12-19 00:00:00",18000,0,USD,failed
10830,"Bathtub spout adapter for easy showering. Watch Video.","Product Design",US,"2016-02-26 00:00:00","2016-04-11 00:00:00",83000,3509,USD,canceled
10831,"SPREAD AWARENESS-INSPIRE SUPPORT-ENCOURAGE ACTION","Mixed Media",US,"2016-11-21 00:00:00","2016-12-12 00:00:00",250,0,USD,failed
10832,"Africa on Broadway",Theater,US,"2012-07-26 00:00:00","2012-08-25 00:00:00",50000,0,USD,failed
10833,Kite,Web,GB,"2016-12-14 00:00:00","2017-01-13 00:00:00",36531.9,6.09,GBP,failed
10834,"Marble Watches inspired by Scandinavian Styling","Product Design",AU,"2016-10-28 00:00:00","2016-12-05 00:00:00",7467.14,8353.49,AUD,canceled
10835,"Long List Anthology",Anthologies,US,"2015-09-09 00:00:00","2015-10-05 00:00:00",1250,8474,USD,successful
10836,"Master Me! - Atticus Kain Project",Music,US,"2012-08-08 00:00:00","2012-10-07 00:00:00",10000,34,USD,failed
10837,"Ashworth EP",Rock,US,"2016-07-10 00:00:00","2016-07-27 00:00:00",2400,260,USD,failed
10838,"Be a part of The Happy Hippo Family!",Pop,SE,"2014-10-21 00:00:00","2014-11-20 00:00:00",13458.95,14281.97,SEK,successful
10839,"Doctor Moreau and the Man Who Was Going Nowhere",Theater,US,"2014-02-14 00:00:00","2014-03-11 00:00:00",2200,2390,USD,successful
10840,"Seven Days in Haiti - Faces of the New Haiti","Film & Video",US,"2011-02-19 00:00:00","2011-05-07 00:00:00",5700,0,USD,failed
10841,"Original Theatre in Green Bay",Theater,US,"2012-02-08 00:00:00","2012-03-09 00:00:00",5000,1102,USD,failed
10842,"The Fiddler: Short Film",Shorts,US,"2014-05-06 00:00:00","2014-06-05 00:00:00",8000,8183,USD,successful
10843,"Daddy's Girl 99",Shorts,US,"2016-05-25 00:00:00","2016-06-20 00:00:00",15000,15293,USD,successful
10844,"Dusty PlayGround",Photobooks,US,"2015-07-06 00:00:00","2015-08-04 00:00:00",40000,47775.66,USD,successful
10845,"Sunshine and Rain : A Short Film","Narrative Film",US,"2016-05-02 00:00:00","2016-06-01 00:00:00",2500,3123,USD,successful
10846,"Build Belham Apothecary: Help Us Open Our Storefront!",Crafts,US,"2015-06-19 00:00:00","2015-07-14 00:00:00",5000,355,USD,canceled
10847,"hindsight - a periodical, pictorial review of our urban past",Periodicals,CA,"2017-02-20 00:00:00","2017-03-22 00:00:00",14956.63,15610.98,CAD,successful
10848,"Civil War musical~1st Minnesota regiment at Gettysburg",Music,US,"2013-02-14 00:00:00","2013-03-16 00:00:00",4500,301,USD,failed
10849,ARTICA,Art,US,"2012-06-29 00:00:00","2012-07-18 00:00:00",50000,28,USD,failed
10850,"Cooking with verjuice at home",Cookbooks,GB,"2015-04-03 00:00:00","2015-05-03 00:00:00",462.41,92.48,GBP,failed
10851,"Belchville, VT Volume One","Graphic Novels",US,"2016-03-25 00:00:00","2016-04-18 00:00:00",2000,2242,USD,successful
10852,"Past Life Regression To Contact Paul the Apostle",Documentary,US,"2016-11-17 00:00:00","2016-12-17 00:00:00",585,0,USD,failed
10853,""My Bi-Polar Life" A Fiction Novel Based On Real Life",Fiction,CA,"2013-11-13 00:00:00","2013-12-13 00:00:00",1877.05,103.24,CAD,failed
10854,"THE EPIPHANY","Fabrication Tools",US,"2014-11-17 00:00:00","2014-12-17 00:00:00",10000,125,USD,failed
10855,"Move to the feet "vol2"","Electronic Music",DE,"2015-07-25 00:00:00","2015-09-23 00:00:00",55755.03,0,EUR,failed
10856,"The Crucible (Film)",Webseries,US,"2012-06-11 00:00:00","2012-07-06 00:00:00",15000,5,USD,failed
10857,"1Sheeld: Replace your Arduino shields with your smartphone!","DIY Electronics",US,"2013-11-21 00:00:00","2013-12-22 00:00:00",10000,85210,USD,successful
10858,"Piece by Piece","Classical Music",US,"2015-01-12 00:00:00","2015-02-11 00:00:00",3500,3580,USD,successful
10859,"Darkrock Ventures - Asteroid Mining in Deep Space Board Game","Tabletop Games",US,"2015-07-14 00:00:00","2015-08-12 00:00:00",25000,56624,USD,successful
10860,"ART CALENDAR: "IN HER EYES: DEEP WINTER IN SIBERIA"",Places,US,"2016-10-15 00:00:00","2016-11-15 00:00:00",5000,105,USD,failed
10861,"Bless His Soul - Songs for the King","Country & Folk",US,"2012-05-25 00:00:00","2012-06-24 00:00:00",8000,0,USD,failed
10862,Nekoh?mu,"Product Design",ES,"2016-03-15 00:00:00","2016-04-24 00:00:00",3420.91,1028.55,EUR,failed
10863,"4k Gunplay: Muzzle Flashes for Next Generation Filmmaking","Film & Video",US,"2016-11-28 00:00:00","2016-12-22 00:00:00",4490,0,USD,canceled
10864,"UnderDogs Racing",Technology,US,"2016-01-19 00:00:00","2016-02-18 00:00:00",1000,0,USD,failed
10865,"Manifest Destiny: A Search for U.S. (A Travelogue Film)",Documentary,US,"2013-08-12 00:00:00","2013-09-12 00:00:00",6500,3571.69,USD,failed
10866,"The Runts - Limited Edition Screen Printed Art",Illustration,GB,"2015-04-25 00:00:00","2015-05-25 00:00:00",7628.7,855.94,GBP,failed
10867,"The Mighty Dog",Food,GB,"2017-08-27 00:00:00","2017-09-26 00:00:00",4686.1,89.71,GBP,failed
10868,"Hollytown. Talent Agency. Retro Card Game. (Canceled)","Tabletop Games",US,"2015-02-10 00:00:00","2015-03-13 00:00:00",6600,353,USD,canceled
10869,"DistractaGone - Find Focus Fast",Gadgets,NL,"2016-09-14 00:00:00","2016-10-19 00:00:00",43544.05,33337.32,EUR,failed
10870,"Redneck Assassin","Mobile Games",US,"2014-06-23 00:00:00","2014-07-28 00:00:00",5,410,USD,successful
10871,"Super Kawaii Turtle Fighter","Video Games",US,"2014-12-10 00:00:00","2015-01-20 00:00:00",750,1254,USD,successful
10872,"Bakin' Bakery Food Truck",Bacon,US,"2013-11-18 00:00:00","2013-12-18 00:00:00",27000,28091.55,USD,successful
10873,"Riot! An Anti-Hero Serial",Webseries,US,"2015-11-21 00:00:00","2016-01-01 00:00:00",1500,2000,USD,successful
10874,"Foreign To Myself",Theater,US,"2017-03-20 00:00:00","2017-04-20 00:00:00",9000,12100,USD,successful
10875,"Alexis Ohanian Speaks At Creative Bytes - London April 2014",Technology,GB,"2013-12-15 00:00:00","2014-01-03 00:00:00",65670.66,1873.26,GBP,canceled
10876,"Heart Weight Plate","Product Design",US,"2017-12-05 00:00:00","2018-01-04 00:00:00",6000,1740,USD,live
10877,"Kitty's Secret Activities Memoir","Conceptual Art",US,"2017-12-10 00:00:00","2018-02-08 00:00:00",1000000,0,USD,live
10878,"Hello, Dollface new record WANTS to BE HEARD and Distributed",Pop,US,"2012-10-10 00:00:00","2012-11-09 00:00:00",10000,10025,USD,successful
10879,"Iggy's Egg Adventure","Video Games",US,"2014-01-05 00:00:00","2014-02-10 00:00:00",50000,2683,USD,failed
10880,"Abomination: Evolution's Son (Canceled)",Webcomics,US,"2016-03-02 00:00:00","2016-04-01 00:00:00",99000,0,USD,canceled
10881,"14 Sept - 6 Oct 2013: 'The Idiot at the Wall' Scottish Tour",Theater,GB,"2013-06-03 00:00:00","2013-06-24 00:00:00",2288.85,3167.07,GBP,successful
10882,"Drone de ala fija para vigilancia de incendios todo tiempo",Flight,ES,"2017-12-09 00:00:00","2018-01-08 00:00:00",24273.91,0,EUR,live
10883,"Easy workplanner (Show my workload)",Web,BE,"2016-06-21 00:00:00","2016-07-21 00:00:00",6277.95,26.43,EUR,failed
10884,"Last Year's Man","Film & Video",US,"2011-02-23 00:00:00","2011-03-25 00:00:00",2500,430,USD,failed
10885,""Dead Wizard's Society" An epic of occult proportions.",Comics,US,"2016-10-30 00:00:00","2016-11-29 00:00:00",5000,52,USD,failed
10886,"Tutel Mobile App for Parents",Apps,US,"2015-07-07 00:00:00","2015-08-06 00:00:00",2500,0,USD,failed
10887,"Cancer Plus 1",Documentary,US,"2014-09-15 00:00:00","2014-11-14 00:00:00",45000,5,USD,failed
10888,"Slate&Stylus: Origami Slate case for the iPad","Product Design",US,"2012-06-08 00:00:00","2012-07-08 00:00:00",5000,7913,USD,successful
10889,"Behind The Razor Wire",Documentary,AU,"2015-02-10 00:00:00","2015-03-12 00:00:00",3830.54,460.43,AUD,failed
10890,Lenzindex,"Camera Equipment",GB,"2015-01-21 00:00:00","2015-03-01 00:00:00",3340.52,1588.27,GBP,failed
10891,"Coronary: Episode One","Comic Books",US,"2017-02-01 00:00:00","2017-03-08 00:00:00",5000,5219,USD,successful
10892,"MLR // Sterling Silver Jewellery - Handmade in Melbourne",Jewelry,AU,"2015-07-14 00:00:00","2015-08-13 00:00:00",11080.74,148.48,AUD,failed
10893,"Workbooks™ — Pocket notebooks for creatives.",Design,NZ,"2013-11-13 00:00:00","2013-11-22 00:00:00",1631.19,774.81,NZD,failed
10894,"Samurai Lone Wolf",Comics,US,"2016-02-25 00:00:00","2016-03-26 00:00:00",300000,3678,USD,failed
10895,"Tractor Needed!- Providing Healthy Food, Farm Education!",Food,US,"2013-05-21 00:00:00","2013-06-20 00:00:00",15000,18870.5,USD,successful
10896,"Bushcraft EDC Tools, Handmade Every Day Carry Adventure Gear",Crafts,CA,"2017-06-29 00:00:00","2017-08-03 00:00:00",1590.84,1957.52,CAD,successful
10897,"Carving My Path: Back to Zimbabwe",Documentary,US,"2016-11-10 00:00:00","2016-12-10 00:00:00",5000,7561.39,USD,successful
10898,"daisyjean cupcakes",Food,US,"2014-06-16 00:00:00","2014-07-12 00:00:00",4500,380,USD,failed
10899,"An alternative way to share and backup your memories",Apps,US,"2016-05-10 00:00:00","2016-06-09 00:00:00",5000,1,USD,failed
10900,"American Shoal Archaeology Project (ASAP), 2016 Season",Documentary,US,"2016-06-13 00:00:00","2016-07-13 00:00:00",50000,0,USD,canceled
10901,"Dreamcatcher Comics","Comic Books",GB,"2017-03-19 00:00:00","2017-04-18 00:00:00",3194.56,6.39,GBP,failed
10902,"HomieCat Danish design.......NEW Sleeping spot for your cat","Product Design",DK,"2014-11-20 00:00:00","2014-12-26 00:00:00",85022.73,644.91,DKK,failed
10903,"RN estudio Reapers Fantasy Football Team",Games,ES,"2017-07-19 00:00:00","2017-08-08 00:00:00",1176.5,8051.95,EUR,successful
10904,"Broad Street Joggers by Pure Reckless Clothing",Apparel,US,"2015-10-26 00:00:00","2015-11-25 00:00:00",5000,768,USD,failed
